TicketId,Description,Vocabulary
3944,job will be run along with next day's batch,"{'run', 'be', 'day', ""'s"", 'job', 'batch', 'will', 'next', 'with', 'along'}"
3945,"login time out, successful on rerun ","{'on', 'time', ',', 'login', 'out', 'successful', 'rerun'}"
3946,"Job was not triggering from brj.

Job executed successfully at back end.","{'from', 'not', 'brj', 'triggering', 'job', 'successfully', '.', 'end', 'executed', 'at', 'back', 'was'}"
3947,"scheduler issue, job has been reprocessed","{'issue', 'has', 'scheduler', 'job', 'reprocessed', 'been', ','}"
3948,Job got failed due to script failure. Then issue was fixed and job was re-started.,"{'issue', 'to', 'failure', 'got', 'job', 'script', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
3949,"Named-pipe error. tbload was released and job re-run successfully.
","{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
3950,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,"{'invalid', 're-executed', 'to', 'the', 'after', 'deleteing', 'job', 'successfully', 'records', '.', 'failed', 'duplicate', 'and', '.we', 'completed', 'have', 'due'}"
3951,Job got failed due to brj issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'was', 'due', 'brj'}"
3952,data issue,"{'data', 'issue'}"
3953,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3954,Job got failed due to tbload issue. Then issue was fixed and re-executed.,"{'re-executed', 'issue', 'to', 'got', 'job', 'then', '.', 'failed', 'tbload', 'and', 'fixed', 'due', 'was'}"
3955,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,"{'abended', 'issue', 'to', 'the', 'completed', 'data', 'job', 'successfully', 'restarted', '.', 'and', 'duplicate', 'fixed', 'due', 'was'}"
3956,The job failed due to log in time out error.We have re-executed the job and completed successfully.,"{'re-executed', 'error.we', 'to', 'the', 'time', 'log', 'job', 'successfully', 'in', '.', 'failed', 'and', 'completed', 'out', 'have', 'due'}"
3957,Failed due to source database issue.Completed successfully after reexecuting.,"{'issue.completed', 'to', 'after', 'source', 'database', 'successfully', '.', 'failed', 'reexecuting', 'due'}"
3958,job has been rerun after data fix,"{'has', 'after', 'data', 'job', 'fix', 'been', 'rerun'}"
3959,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
3960,Source issue and job re-run once the issue was resolved.,"{'issue', 'the', 'resolved', 'source', 'job', '.', 'and', 'once', 're-run', 'was'}"
3961,Jobfailed on collect stats procedure. The procedure was executed mannaully at back end and the job was marked as completed.,"{'procedure', 'on', 'mannaully', 'the', 'marked', 'job', '.', 'collect', 'executed', 'end', 'jobfailed', 'and', 'as', 'stats', 'completed', 'at', 'back', 'was'}"
3962,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3963,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3964,The job abended due to the Open hub connection issue with BW source system. We have restarted once the connection has been reset and it completed successfully.,"{'has', 'reset', 'job', '.', 'open', 'due', 'the', 'restarted', 'completed', 'been', 'once', 'we', 'issue', 'to', 'successfully', 'it', 'system', 'connection', 'have', 'with', 'bw', 'hub', 'abended', 'source', 'and'}"
3965,"job has been killed and teh parsing will be carried out, manually.","{'has', 'be', 'teh', 'out', 'manually', 'killed', 'job', 'carried', '.', 'and', 'will', 'parsing', ',', 'been'}"
3966,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3967,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3968,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,"{'not', 'day', 'previous', ""'s"", 'job', 'successfully', '.', 'batch', 'closed', 'it', 'and', 'completed', 'once', 're-run', 'was'}"
3969,"job has been failed due to server restart, job has been reprocessed now.","{'server', 'now', 'has', 'to', 'job', 'reprocessed', 'restart', '.', 'failed', ',', 'been', 'due'}"
3970,"Self-lock occurred. Job was killed and completed by running the query manually.
","{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3971,On re-run completed successfully.,"{'on', 'successfully', '.', 'completed', 're-run'}"
3972,"
On re-run job completed successfully.","{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3973,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3974,Self-lock occured. Job was killed and completed by running the query manually.,"{'by', 'occured', 'the', 'running', 'manually', 'killed', 'job', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3975,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3976,Job was completed successful on re-run,"{'on', 'job', 'completed', 're-run', 'successful', 'was'}"
3977,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
3978,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3979,Source file not available. Job re-run and completed once the file was available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3980,"Source file not available. Job re-run and completed once the file was available.
","{'not', 'the', 'source', 'file', 'available', 'job', '.', 'and', 'completed', 'once', 're-run', 'was'}"
3981,TODS issue. Job will be run once it is resolved.,"{'issue', 'run', 'be', 'resolved', 'job', '.', 'is', 'will', 'it', 'tods', 'once'}"
3982,"scheduler issue, job has been reprocessed","{'issue', 'has', 'scheduler', 'job', 'reprocessed', 'been', ','}"
3983,The job abended due to the invalid column. The issue was fixed and job was restarted and completed successfully.,"{'invalid', 'abended', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'column', 'due', 'was'}"
3984,Job was not triggering from brj. Manually executed the job from back end.,"{'from', 'not', 'brj', 'the', 'triggering', 'manually', 'job', '.', 'end', 'executed', 'back', 'was'}"
3985,The job abended due to the tbload issue . The issue was fixed and the job was restarte and completed successfully.,"{'abended', 'restarte', 'issue', 'to', 'the', 'completed', 'job', 'successfully', '.', 'and', 'tbload', 'fixed', 'due', 'was'}"
3986,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully","{'on', 'got', 'jobs', 'job', 'console', '.', 'failed', 'due', 'brj', 'triggered', 'did', 'completed', ',', 'issue', 're-running', 'to', 'successfully', 'backend', 'in', 'and', 'get', ""n't""}"
3987,Self-lock occurred. Job was killed and completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'killed', 'job', 'occurred', '.', 'self-lock', 'and', 'query', 'completed', 'was'}"
3988,"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team. ","{'by', 'job', '.', 'failed', 're-ran', 'due', 'done', 'the', 'after', 'team', 'unavailability', 'completed', ',', 'to', 'file', 'successfully', 'fix', 'hadoop', 'and'}"
3989,source file not available,"{'source', 'not', 'file', 'available'}"
3990,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.,"{'issue', 'corrected', 'the', 'source', 'file', 'job', 'successfully', 'in', '.', 'is', 'and', 'duplicate', 'completed', 'once', 're-run'}"
3991,The job abended as the stream instance was active. We have manually updated the process state and restarted the job and it completed successfully.,"{'job', '.', 'was', 'the', 'restarted', 'state', 'completed', 'we', 'active', 'instance', 'manually', 'successfully', 'updated', 'as', 'it', 'process', 'have', 'abended', 'stream', 'and'}"
3992,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
3993,job has been reprocessed after data fix,"{'has', 'after', 'data', 'job', 'reprocessed', 'fix', 'been'}"
3994,The job failed as the source files are not available. The jobs were re executed after the source file arrived and it completed successfully.,"{'not', 'files', 'available', 'job', 'jobs', '.', 'failed', 'the', 'after', 'were', 'completed', 'arrived', 'file', 'successfully', 'as', 'executed', 'it', 're', 'source', 'are', 'and'}"
3995,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3996,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
3997,The job was wrongly triggered from brj,"{'from', 'triggered', 'wrongly', 'brj', 'the', 'job', 'was'}"
3998,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
3999,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
4000,Job executed successfully.,"{'successfully', '.', 'executed', 'job'}"
4001,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
4002,Job was not triggering from brj. Manually executed the job from back end.,"{'from', 'not', 'brj', 'the', 'triggering', 'manually', 'job', '.', 'end', 'executed', 'back', 'was'}"
4003,On Re-run job got completed successfully.,"{'on', 'got', 'job', 'successfully', '.', 'completed', 're-run'}"
4004,"The job abended due to the database connection time out error, the job was restarted after some time and it completed successfully.","{'database', 'job', '.', 'error', 'due', 'was', 'the', 'after', 'restarted', 'completed', ',', 'to', 'some', 'successfully', 'it', 'connection', 'abended', 'time', 'and', 'out'}"
4005,"duplicate issue, liaising with dev team","{'issue', 'team', 'liaising', 'dev', 'duplicate', ',', 'with'}"
4006,Job executed successfully at back end.,"{'successfully', 'job', '.', 'end', 'executed', 'at', 'back'}"
4007,Batch got failed due to schedulre issue. and was re-started later,"{'issue', 'to', 'got', 'later', '.', 'batch', 'failed', 'schedulre', 'and', 're-started', 'due', 'was'}"
4008,Duplicate issue. They were removed and jon re-run successfully.,"{'issue', 'were', 'successfully', 'they', '.', 'and', 'duplicate', 're-run', 'jon', 'removed'}"
4009,brj issue.On re-run job completed successfully.,"{'issue.on', 'job', 'successfully', '.', 'completed', 're-run', 'brj'}"
4010,Job got failed due to brj issue. Then issue fixe d and job was re-started.,"{'d', 'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixe', 'was', 'due', 'brj'}"
4011,reraun was successful,"{'reraun', 'successful', 'was'}"
4012,"scheduler issue, job has been rerun","{'issue', 'has', 'scheduler', 'job', 'been', ',', 'rerun'}"
4013,tdata login time out. Job re-ran successfully.,"{'time', 'job', 'successfully', 're-ran', '.', 'login', 'out', 'tdata'}"
4014,Extraction issue.On re-run job completed successfully.,"{'issue.on', 'job', 'successfully', '.', 'extraction', 'completed', 're-run'}"
4015,Job got failed due to data issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'data', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
4016,Named-pipe error. tbload was released and job re-run successfully.,"{'released', 'named-pipe', 'job', 'successfully', '.', 'and', 'tbload', 'error', 're-run', 'was'}"
4017,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,"{'abended', 'environment', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'fixed', 'was', 'due', 'brj'}"
4018,The job abended due to invalid date issue. The issue was fixed and the job was restarted and completed successfully.,"{'invalid', 'abended', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', '.', 'and', 'date', 'fixed', 'due', 'was'}"
4019,Job was cancelled.,"{'cancelled', '.', 'job', 'was'}"
4020,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'duplicate', 'and', 'fixed', 'due', 'was'}"
4021,Job got failed due to TODS and scheduler connectivity issue.,"{'issue', 'connectivity', 'to', 'scheduler', 'got', 'job', '.', 'failed', 'and', 'tods', 'due'}"
4022,stream has been closed manually,"{'has', 'stream', 'manually', 'closed', 'been'}"
4023,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed succesfully.,"{'abended', 'issue', 'succesfully', 'to', 'the', 'completed', 'data', 'job', 'restarted', '.', 'and', 'duplicate', 'fixed', 'due', 'was'}"
4024,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
4025,The Job has been killed and cancelled for the day's run,"{'run', 'has', 'the', 'day', ""'s"", 'killed', 'job', 'cancelled', 'and', 'for', 'been'}"
4026,"brj issue , on rerun the job completed successfully","{'brj', 'on', 'issue', 'the', 'job', 'successfully', 'completed', ',', 'rerun'}"
4027,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
