TicketId,Description
3085,Job got failed due to TODS and scheduler connectivity issue.
3086,job has been reprocessed after data fix
3087,job has been reprocessed after data fix
3088,Duplicate issue. Job compelted on re-run
3089,Self-lock occurred. Job was killed and completed by running the query manually.
3090,Job got failed due to file unavailability. Then issue was fixed and job was re-started.
3091,Job rerun
3092,Job re-run.
3093,Job re-run
3094,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
3095,Named-pipe error. tbload was released and job re-run successfully.
3096,Failed due to lock issue and on re-running job got completed successfully.
3097,The Job Abended as the source file is not received. we have cancelled the batch for the day's run
3098,"tbload issue, job has been rerun"
3099,The job abended due to the TODS server session hang issue. The issue was fixed and the job was restarted and completed successfully.
3100,brj issue. Job completed after the issue resolved.
3101,Job executed successfully at back end.
3102,On re-run job completed successfully.
3103,The job abended as the source file arrived late. The job was restarted once the source file was placed and it completed successfully.
3104,Wrongly triggered
3105,brj issue
3106,Named-pipe error. tbload was released and job re-run successfully.
3107,Self-lock occured. Job was killed and completed by running the query manually.
3108,The job abended due to the duplicate data issue. the issue will be fixed with the help of dev team as this is under warranty support.
3109,The job was on hold as the source data was not received.
3110,On re-run job completed successfully.
3111,"Lock issue , tbload release was success."
3112,Self-lock occured. Job was killed and completed by running the query manually.
3113,brj issue. Job re-run once the issue was fixed.
3114,On re-run job completed successfully.
3115,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
3116,The Job Abended as the source file is not received. we have cancelled the batch for the day's run
3117,On re-run job completed successfully.
3118,"job went ot unknown state due to scheduler issue, job has been manually run and completed successfully."
3119,"Job failed due to TODS issue. On re-run, the job was completed successfully."
3120,Source file not available. Job re-run and completed once the file was available.
3121,"Self-lock occurred. Job was killed and completed by running the query manually.
"
3122,"Self-lock occurred. Job was killed and completed by running the query manually.
"
3123,Job got failed due to duplicate issue. Then job re-executed in backed and  has been marked as success in brj
3124,On Rerun the job completed successfully.
3125,"job failed due to no room in TMP space, have reprocessed after adding up the space."
3126,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. 
3127,The job abended due to the invalid date issue. The issue was fixed and the job was restarted and completed successfully.
3128,"
On re-run job completed successfully.
"
3129,The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.
3130,Job was not triggering from brj. Manually executed the job from back end.
